Age_Range,Ethnicity,F,M,MSOA,Year
10-14,BAN,90.0,109.0,E02000867,2012
15-19,BAN,79.0,80.0,E02000867,2012
20-24,BAN,103.0,87.0,E02000867,2012
25-29,BAN,123.0,110.0,E02000867,2012
30-34,BAN,110.0,107.0,E02000867,2012
35-39,BAN,70.0,82.0,E02000867,2012
40-44,BAN,52.0,58.0,E02000867,2012
45-49,BAN,30.0,54.0,E02000867,2012
5-9,BAN,123.0,94.0,E02000867,2012
50-54,BAN,19.0,23.0,E02000867,2012
55-59,BAN,16.0,13.0,E02000867,2012
60-64,BAN,15.0,6.0,E02000867,2012
65-69,BAN,7.0,5.0,E02000867,2012
70-74,BAN,8.0,8.0,E02000867,2012
75-79,BAN,9.0,8.0,E02000867,2012
80-84,BAN,4.0,1.0,E02000867,2012
85+,BAN,1.0,,E02000867,2012
0-4,BLA,13.0,20.0,E02000867,2012
10-14,BLA,11.0,8.0,E02000867,2012
15-19,BLA,6.0,8.0,E02000867,2012
20-24,BLA,19.0,10.0,E02000867,2012
25-29,BLA,17.0,23.0,E02000867,2012
30-34,BLA,17.0,19.0,E02000867,2012
35-39,BLA,16.0,10.0,E02000867,2012
40-44,BLA,10.0,5.0,E02000867,2012
45-49,BLA,7.0,10.0,E02000867,2012
5-9,BLA,6.0,12.0,E02000867,2012
50-54,BLA,8.0,3.0,E02000867,2012
55-59,BLA,4.0,3.0,E02000867,2012
60-64,BLA,2.0,,E02000867,2012
65-69,BLA,1.0,1.0,E02000867,2012
70-74,BLA,,3.0,E02000867,2012
75-79,BLA,1.0,1.0,E02000867,2012
80-84,BLA,2.0,2.0,E02000867,2012
85+,BLA,1.0,,E02000867,2012
0-4,BLC,8.0,7.0,E02000867,2012
10-14,BLC,4.0,4.0,E02000867,2012
15-19,BLC,4.0,8.0,E02000867,2012
20-24,BLC,11.0,10.0,E02000867,2012
25-29,BLC,28.0,8.0,E02000867,2012
30-34,BLC,19.0,13.0,E02000867,2012
35-39,BLC,9.0,9.0,E02000867,2012
40-44,BLC,13.0,9.0,E02000867,2012
45-49,BLC,13.0,12.0,E02000867,2012
5-9,BLC,7.0,4.0,E02000867,2012
50-54,BLC,10.0,8.0,E02000867,2012
55-59,BLC,12.0,3.0,E02000867,2012
60-64,BLC,8.0,3.0,E02000867,2012
65-69,BLC,5.0,1.0,E02000867,2012
70-74,BLC,5.0,7.0,E02000867,2012
75-79,BLC,5.0,3.0,E02000867,2012
80-84,BLC,3.0,2.0,E02000867,2012
85+,BLC,2.0,1.0,E02000867,2012
0-4,CHI,5.0,11.0,E02000867,2012
10-14,CHI,,2.0,E02000867,2012
15-19,CHI,,2.0,E02000867,2012
20-24,CHI,24.0,12.0,E02000867,2012
25-29,CHI,41.0,28.0,E02000867,2012
30-34,CHI,24.0,33.0,E02000867,2012
35-39,CHI,10.0,10.0,E02000867,2012
40-44,CHI,3.0,11.0,E02000867,2012
45-49,CHI,4.0,1.0,E02000867,2012
5-9,CHI,3.0,4.0,E02000867,2012
50-54,CHI,,2.0,E02000867,2012
55-59,CHI,2.0,,E02000867,2012
60-64,CHI,2.0,2.0,E02000867,2012
65-69,CHI,1.0,1.0,E02000867,2012
80-84,CHI,1.0,,E02000867,2012
85+,CHI,,1.0,E02000867,2012
0-4,IND,11.0,6.0,E02000867,2012
10-14,IND,3.0,1.0,E02000867,2012
15-19,IND,4.0,2.0,E02000867,2012
20-24,IND,32.0,18.0,E02000867,2012
25-29,IND,37.0,42.0,E02000867,2012
30-34,IND,19.0,27.0,E02000867,2012
35-39,IND,12.0,11.0,E02000867,2012
40-44,IND,7.0,9.0,E02000867,2012
45-49,IND,2.0,3.0,E02000867,2012
5-9,IND,3.0,1.0,E02000867,2012
50-54,IND,3.0,5.0,E02000867,2012
55-59,IND,2.0,,E02000867,2012
60-64,IND,1.0,,E02000867,2012
65-69,IND,1.0,1.0,E02000867,2012
70-74,IND,1.0,2.0,E02000867,2012
75-79,IND,1.0,,E02000867,2012
0-4,MIX,44.0,38.0,E02000867,2012
10-14,MIX,29.0,16.0,E02000867,2012
15-19,MIX,19.0,16.0,E02000867,2012
20-24,MIX,31.0,29.0,E02000867,2012
25-29,MIX,63.0,45.0,E02000867,2012
30-34,MIX,39.0,36.0,E02000867,2012
35-39,MIX,12.0,16.0,E02000867,2012
40-44,MIX,13.0,11.0,E02000867,2012
45-49,MIX,8.0,8.0,E02000867,2012
5-9,MIX,34.0,32.0,E02000867,2012
50-54,MIX,2.0,4.0,E02000867,2012
55-59,MIX,4.0,6.0,E02000867,2012
60-64,MIX,1.0,,E02000867,2012
65-69,MIX,1.0,1.0,E02000867,2012
70-74,MIX,2.0,3.0,E02000867,2012
75-79,MIX,1.0,,E02000867,2012
80-84,MIX,2.0,,E02000867,2012
85+,MIX,1.0,,E02000867,2012
0-4,OAS,7.0,11.0,E02000867,2012
10-14,OAS,8.0,3.0,E02000867,2012
15-19,OAS,2.0,4.0,E02000867,2012
20-24,OAS,11.0,7.0,E02000867,2012
25-29,OAS,19.0,7.0,E02000867,2012
30-34,OAS,31.0,12.0,E02000867,2012
35-39,OAS,19.0,6.0,E02000867,2012
40-44,OAS,8.0,5.0,E02000867,2012
45-49,OAS,2.0,2.0,E02000867,2012
5-9,OAS,5.0,4.0,E02000867,2012
50-54,OAS,3.0,,E02000867,2012
55-59,OAS,,1.0,E02000867,2012
60-64,OAS,1.0,,E02000867,2012
65-69,OAS,2.0,1.0,E02000867,2012
0-4,OBL,8.0,10.0,E02000867,2012
10-14,OBL,13.0,5.0,E02000867,2012
15-19,OBL,3.0,4.0,E02000867,2012
20-24,OBL,3.0,4.0,E02000867,2012
25-29,OBL,11.0,5.0,E02000867,2012
30-34,OBL,9.0,5.0,E02000867,2012
35-39,OBL,5.0,2.0,E02000867,2012
40-44,OBL,3.0,5.0,E02000867,2012
45-49,OBL,7.0,5.0,E02000867,2012
5-9,OBL,5.0,9.0,E02000867,2012
50-54,OBL,2.0,,E02000867,2012
55-59,OBL,2.0,1.0,E02000867,2012
60-64,OBL,,2.0,E02000867,2012
65-69,OBL,2.0,1.0,E02000867,2012
75-79,OBL,1.0,2.0,E02000867,2012
85+,OBL,,2.0,E02000867,2012
0-4,OTH,8.0,11.0,E02000867,2012
10-14,OTH,6.0,3.0,E02000867,2012
15-19,OTH,4.0,7.0,E02000867,2012
20-24,OTH,15.0,11.0,E02000867,2012
25-29,OTH,17.0,19.0,E02000867,2012
30-34,OTH,19.0,11.0,E02000867,2012
35-39,OTH,11.0,21.0,E02000867,2012
40-44,OTH,4.0,4.0,E02000867,2012
45-49,OTH,4.0,8.0,E02000867,2012
5-9,OTH,6.0,8.0,E02000867,2012
50-54,OTH,3.0,4.0,E02000867,2012
55-59,OTH,,3.0,E02000867,2012
60-64,OTH,1.0,,E02000867,2012
65-69,OTH,2.0,3.0,E02000867,2012
70-74,OTH,4.0,,E02000867,2012
80-84,OTH,1.0,1.0,E02000867,2012
85+,OTH,1.0,,E02000867,2012
0-4,PAK,2.0,6.0,E02000867,2012
15-19,PAK,1.0,3.0,E02000867,2012
20-24,PAK,9.0,2.0,E02000867,2012
25-29,PAK,10.0,10.0,E02000867,2012
30-34,PAK,7.0,9.0,E02000867,2012
35-39,PAK,1.0,4.0,E02000867,2012
40-44,PAK,2.0,1.0,E02000867,2012
45-49,PAK,1.0,,E02000867,2012
5-9,PAK,2.0,,E02000867,2012
55-59,PAK,1.0,2.0,E02000867,2012
60-64,PAK,1.0,1.0,E02000867,2012
80-84,PAK,,1.0,E02000867,2012
0-4,WBI,110.0,128.0,E02000867,2012
10-14,WBI,50.0,58.0,E02000867,2012
15-19,WBI,50.0,41.0,E02000867,2012
20-24,WBI,297.0,275.0,E02000867,2012
25-29,WBI,484.0,509.0,E02000867,2012
30-34,WBI,317.0,403.0,E02000867,2012
35-39,WBI,158.0,244.0,E02000867,2012
40-44,WBI,119.0,166.0,E02000867,2012
45-49,WBI,105.0,140.0,E02000867,2012
5-9,WBI,53.0,59.0,E02000867,2012
50-54,WBI,95.0,110.0,E02000867,2012
55-59,WBI,100.0,80.0,E02000867,2012
60-64,WBI,64.0,68.0,E02000867,2012
65-69,WBI,55.0,51.0,E02000867,2012
70-74,WBI,40.0,34.0,E02000867,2012
75-79,WBI,54.0,36.0,E02000867,2012
80-84,WBI,31.0,25.0,E02000867,2012
85+,WBI,40.0,16.0,E02000867,2012
0-4,WHO,19.0,25.0,E02000867,2012
10-14,WHO,8.0,4.0,E02000867,2012
15-19,WHO,4.0,7.0,E02000867,2012
20-24,WHO,62.0,44.0,E02000867,2012
25-29,WHO,173.0,139.0,E02000867,2012
30-34,WHO,129.0,129.0,E02000867,2012
35-39,WHO,69.0,80.0,E02000867,2012
40-44,WHO,31.0,55.0,E02000867,2012
45-49,WHO,14.0,31.0,E02000867,2012
5-9,WHO,10.0,5.0,E02000867,2012
50-54,WHO,12.0,12.0,E02000867,2012
55-59,WHO,7.0,5.0,E02000867,2012
60-64,WHO,8.0,2.0,E02000867,2012
65-69,WHO,7.0,3.0,E02000867,2012
70-74,WHO,4.0,2.0,E02000867,2012
75-79,WHO,2.0,2.0,E02000867,2012
80-84,WHO,2.0,1.0,E02000867,2012
85+,WHO,2.0,,E02000867,2012
0-4,BAN,108.0,88.0,E02000868,2012
10-14,BAN,113.0,102.0,E02000868,2012
15-19,BAN,78.0,110.0,E02000868,2012
20-24,BAN,90.0,90.0,E02000868,2012
25-29,BAN,105.0,93.0,E02000868,2012
30-34,BAN,97.0,75.0,E02000868,2012
35-39,BAN,77.0,75.0,E02000868,2012
40-44,BAN,52.0,67.0,E02000868,2012
45-49,BAN,28.0,41.0,E02000868,2012
5-9,BAN,104.0,117.0,E02000868,2012
50-54,BAN,30.0,52.0,E02000868,2012
55-59,BAN,16.0,18.0,E02000868,2012
60-64,BAN,21.0,5.0,E02000868,2012
65-69,BAN,17.0,6.0,E02000868,2012
70-74,BAN,20.0,10.0,E02000868,2012
75-79,BAN,10.0,8.0,E02000868,2012
80-84,BAN,4.0,7.0,E02000868,2012
85+,BAN,3.0,2.0,E02000868,2012
0-4,BLA,9.0,5.0,E02000868,2012
10-14,BLA,4.0,6.0,E02000868,2012
15-19,BLA,6.0,9.0,E02000868,2012
20-24,BLA,7.0,6.0,E02000868,2012
25-29,BLA,7.0,3.0,E02000868,2012
30-34,BLA,14.0,6.0,E02000868,2012
35-39,BLA,9.0,11.0,E02000868,2012
40-44,BLA,8.0,5.0,E02000868,2012
45-49,BLA,7.0,10.0,E02000868,2012
5-9,BLA,8.0,7.0,E02000868,2012
50-54,BLA,3.0,9.0,E02000868,2012
55-59,BLA,3.0,4.0,E02000868,2012
60-64,BLA,1.0,3.0,E02000868,2012
65-69,BLA,2.0,3.0,E02000868,2012
70-74,BLA,2.0,5.0,E02000868,2012
75-79,BLA,3.0,,E02000868,2012
80-84,BLA,2.0,,E02000868,2012
85+,BLA,5.0,,E02000868,2012
0-4,BLC,,1.0,E02000868,2012
10-14,BLC,,4.0,E02000868,2012
15-19,BLC,1.0,4.0,E02000868,2012
20-24,BLC,4.0,6.0,E02000868,2012
25-29,BLC,1.0,6.0,E02000868,2012
30-34,BLC,2.0,4.0,E02000868,2012
35-39,BLC,2.0,1.0,E02000868,2012
40-44,BLC,5.0,8.0,E02000868,2012
45-49,BLC,6.0,3.0,E02000868,2012
5-9,BLC,,4.0,E02000868,2012
50-54,BLC,4.0,,E02000868,2012
55-59,BLC,3.0,1.0,E02000868,2012
60-64,BLC,3.0,2.0,E02000868,2012
70-74,BLC,4.0,,E02000868,2012
75-79,BLC,2.0,1.0,E02000868,2012
80-84,BLC,1.0,3.0,E02000868,2012
85+,BLC,2.0,,E02000868,2012
0-4,CHI,2.0,2.0,E02000868,2012
15-19,CHI,,2.0,E02000868,2012
20-24,CHI,6.0,9.0,E02000868,2012
25-29,CHI,9.0,9.0,E02000868,2012
30-34,CHI,8.0,3.0,E02000868,2012
35-39,CHI,4.0,3.0,E02000868,2012
40-44,CHI,5.0,3.0,E02000868,2012
45-49,CHI,3.0,3.0,E02000868,2012
5-9,CHI,3.0,,E02000868,2012
50-54,CHI,2.0,1.0,E02000868,2012
60-64,CHI,,1.0,E02000868,2012
0-4,IND,1.0,1.0,E02000868,2012
15-19,IND,,1.0,E02000868,2012
20-24,IND,5.0,6.0,E02000868,2012
25-29,IND,6.0,9.0,E02000868,2012
30-34,IND,8.0,11.0,E02000868,2012
35-39,IND,1.0,6.0,E02000868,2012
40-44,IND,1.0,2.0,E02000868,2012
45-49,IND,2.0,3.0,E02000868,2012
5-9,IND,1.0,1.0,E02000868,2012
50-54,IND,1.0,1.0,E02000868,2012
55-59,IND,2.0,1.0,E02000868,2012
60-64,IND,1.0,,E02000868,2012
75-79,IND,2.0,,E02000868,2012
80-84,IND,,1.0,E02000868,2012
0-4,MIX,15.0,20.0,E02000868,2012
10-14,MIX,9.0,4.0,E02000868,2012
15-19,MIX,7.0,17.0,E02000868,2012
20-24,MIX,31.0,21.0,E02000868,2012
25-29,MIX,34.0,21.0,E02000868,2012
30-34,MIX,22.0,28.0,E02000868,2012
35-39,MIX,7.0,8.0,E02000868,2012
40-44,MIX,7.0,5.0,E02000868,2012
45-49,MIX,2.0,5.0,E02000868,2012
5-9,MIX,15.0,13.0,E02000868,2012
50-54,MIX,5.0,4.0,E02000868,2012
55-59,MIX,3.0,2.0,E02000868,2012
60-64,MIX,1.0,1.0,E02000868,2012
65-69,MIX,,2.0,E02000868,2012
70-74,MIX,1.0,1.0,E02000868,2012
85+,MIX,1.0,,E02000868,2012
0-4,OAS,2.0,2.0,E02000868,2012
15-19,OAS,3.0,3.0,E02000868,2012
20-24,OAS,3.0,10.0,E02000868,2012
25-29,OAS,9.0,10.0,E02000868,2012
30-34,OAS,9.0,12.0,E02000868,2012
35-39,OAS,5.0,5.0,E02000868,2012
40-44,OAS,1.0,5.0,E02000868,2012
45-49,OAS,4.0,1.0,E02000868,2012
5-9,OAS,1.0,1.0,E02000868,2012
50-54,OAS,2.0,,E02000868,2012
55-59,OAS,1.0,1.0,E02000868,2012
65-69,OAS,1.0,,E02000868,2012
0-4,OBL,3.0,5.0,E02000868,2012
10-14,OBL,3.0,4.0,E02000868,2012
15-19,OBL,5.0,4.0,E02000868,2012
20-24,OBL,4.0,4.0,E02000868,2012
25-29,OBL,7.0,7.0,E02000868,2012
30-34,OBL,2.0,3.0,E02000868,2012
35-39,OBL,3.0,,E02000868,2012
40-44,OBL,6.0,2.0,E02000868,2012
45-49,OBL,1.0,1.0,E02000868,2012
5-9,OBL,4.0,7.0,E02000868,2012
50-54,OBL,,2.0,E02000868,2012
55-59,OBL,1.0,,E02000868,2012
60-64,OBL,2.0,,E02000868,2012
65-69,OBL,,1.0,E02000868,2012
70-74,OBL,,1.0,E02000868,2012
75-79,OBL,2.0,,E02000868,2012
80-84,OBL,,1.0,E02000868,2012
85+,OBL,,1.0,E02000868,2012
0-4,OTH,5.0,6.0,E02000868,2012
10-14,OTH,2.0,2.0,E02000868,2012
15-19,OTH,1.0,1.0,E02000868,2012
20-24,OTH,11.0,20.0,E02000868,2012
25-29,OTH,20.0,33.0,E02000868,2012
30-34,OTH,13.0,15.0,E02000868,2012
35-39,OTH,3.0,3.0,E02000868,2012
40-44,OTH,3.0,8.0,E02000868,2012
45-49,OTH,4.0,5.0,E02000868,2012
5-9,OTH,3.0,4.0,E02000868,2012
50-54,OTH,5.0,3.0,E02000868,2012
55-59,OTH,3.0,2.0,E02000868,2012
60-64,OTH,1.0,1.0,E02000868,2012
70-74,OTH,1.0,2.0,E02000868,2012
75-79,OTH,1.0,,E02000868,2012
80-84,OTH,1.0,,E02000868,2012
85+,OTH,1.0,,E02000868,2012
0-4,PAK,2.0,4.0,E02000868,2012
10-14,PAK,1.0,1.0,E02000868,2012
15-19,PAK,1.0,1.0,E02000868,2012
20-24,PAK,9.0,6.0,E02000868,2012
25-29,PAK,6.0,3.0,E02000868,2012
30-34,PAK,2.0,2.0,E02000868,2012
35-39,PAK,4.0,1.0,E02000868,2012
40-44,PAK,3.0,,E02000868,2012
45-49,PAK,1.0,3.0,E02000868,2012
5-9,PAK,3.0,2.0,E02000868,2012
0-4,WBI,42.0,61.0,E02000868,2012
10-14,WBI,18.0,14.0,E02000868,2012
15-19,WBI,30.0,25.0,E02000868,2012
20-24,WBI,178.0,118.0,E02000868,2012
25-29,WBI,273.0,298.0,E02000868,2012
30-34,WBI,217.0,251.0,E02000868,2012
35-39,WBI,99.0,147.0,E02000868,2012
40-44,WBI,61.0,100.0,E02000868,2012
45-49,WBI,39.0,60.0,E02000868,2012
5-9,WBI,27.0,20.0,E02000868,2012
50-54,WBI,48.0,78.0,E02000868,2012
55-59,WBI,53.0,59.0,E02000868,2012
60-64,WBI,48.0,49.0,E02000868,2012
65-69,WBI,39.0,41.0,E02000868,2012
70-74,WBI,26.0,18.0,E02000868,2012
75-79,WBI,28.0,18.0,E02000868,2012
80-84,WBI,35.0,19.0,E02000868,2012
85+,WBI,50.0,24.0,E02000868,2012
0-4,WHO,25.0,18.0,E02000868,2012
10-14,WHO,7.0,3.0,E02000868,2012
15-19,WHO,4.0,4.0,E02000868,2012
20-24,WHO,68.0,42.0,E02000868,2012
25-29,WHO,143.0,115.0,E02000868,2012
30-34,WHO,132.0,114.0,E02000868,2012
35-39,WHO,66.0,71.0,E02000868,2012
40-44,WHO,28.0,38.0,E02000868,2012
45-49,WHO,11.0,14.0,E02000868,2012
5-9,WHO,2.0,6.0,E02000868,2012
50-54,WHO,7.0,6.0,E02000868,2012
55-59,WHO,9.0,6.0,E02000868,2012
60-64,WHO,2.0,5.0,E02000868,2012
65-69,WHO,2.0,3.0,E02000868,2012
70-74,WHO,2.0,3.0,E02000868,2012
75-79,WHO,3.0,1.0,E02000868,2012
80-84,WHO,3.0,2.0,E02000868,2012
85+,WHO,1.0,,E02000868,2012
0-4,BAN,76.0,86.0,E02000869,2012
10-14,BAN,72.0,79.0,E02000869,2012
15-19,BAN,69.0,70.0,E02000869,2012
20-24,BAN,62.0,56.0,E02000869,2012
25-29,BAN,82.0,67.0,E02000869,2012
30-34,BAN,72.0,64.0,E02000869,2012
35-39,BAN,60.0,53.0,E02000869,2012
40-44,BAN,30.0,61.0,E02000869,2012
45-49,BAN,21.0,27.0,E02000869,2012
5-9,BAN,77.0,92.0,E02000869,2012
50-54,BAN,15.0,25.0,E02000869,2012
55-59,BAN,13.0,10.0,E02000869,2012
60-64,BAN,17.0,5.0,E02000869,2012
65-69,BAN,12.0,8.0,E02000869,2012
70-74,BAN,12.0,13.0,E02000869,2012
75-79,BAN,9.0,12.0,E02000869,2012
80-84,BAN,1.0,4.0,E02000869,2012
85+,BAN,2.0,1.0,E02000869,2012
0-4,BLA,10.0,13.0,E02000869,2012
10-14,BLA,9.0,8.0,E02000869,2012
15-19,BLA,6.0,13.0,E02000869,2012
20-24,BLA,14.0,6.0,E02000869,2012
25-29,BLA,14.0,17.0,E02000869,2012
30-34,BLA,17.0,8.0,E02000869,2012
35-39,BLA,13.0,6.0,E02000869,2012
40-44,BLA,12.0,8.0,E02000869,2012
45-49,BLA,9.0,10.0,E02000869,2012
5-9,BLA,11.0,4.0,E02000869,2012
50-54,BLA,4.0,10.0,E02000869,2012
55-59,BLA,6.0,5.0,E02000869,2012
60-64,BLA,9.0,5.0,E02000869,2012
65-69,BLA,1.0,1.0,E02000869,2012
70-74,BLA,3.0,1.0,E02000869,2012
75-79,BLA,1.0,1.0,E02000869,2012
85+,BLA,2.0,,E02000869,2012
0-4,BLC,,1.0,E02000869,2012
10-14,BLC,3.0,1.0,E02000869,2012
15-19,BLC,,2.0,E02000869,2012
20-24,BLC,1.0,3.0,E02000869,2012
25-29,BLC,4.0,3.0,E02000869,2012
30-34,BLC,6.0,5.0,E02000869,2012
35-39,BLC,6.0,6.0,E02000869,2012
40-44,BLC,4.0,7.0,E02000869,2012
45-49,BLC,7.0,7.0,E02000869,2012
5-9,BLC,5.0,1.0,E02000869,2012
50-54,BLC,3.0,5.0,E02000869,2012
55-59,BLC,4.0,4.0,E02000869,2012
60-64,BLC,1.0,2.0,E02000869,2012
65-69,BLC,,1.0,E02000869,2012
70-74,BLC,2.0,2.0,E02000869,2012
75-79,BLC,2.0,3.0,E02000869,2012
80-84,BLC,2.0,2.0,E02000869,2012
85+,BLC,,1.0,E02000869,2012
0-4,CHI,5.0,1.0,E02000869,2012
15-19,CHI,1.0,,E02000869,2012
20-24,CHI,3.0,2.0,E02000869,2012
25-29,CHI,10.0,4.0,E02000869,2012
30-34,CHI,7.0,9.0,E02000869,2012
35-39,CHI,2.0,5.0,E02000869,2012
40-44,CHI,4.0,3.0,E02000869,2012
45-49,CHI,2.0,2.0,E02000869,2012
50-54,CHI,2.0,,E02000869,2012
55-59,CHI,1.0,1.0,E02000869,2012
60-64,CHI,,1.0,E02000869,2012
65-69,CHI,1.0,2.0,E02000869,2012
70-74,CHI,3.0,2.0,E02000869,2012
75-79,CHI,,1.0,E02000869,2012
85+,CHI,1.0,,E02000869,2012
0-4,IND,2.0,2.0,E02000869,2012
10-14,IND,2.0,1.0,E02000869,2012
15-19,IND,,1.0,E02000869,2012
20-24,IND,3.0,,E02000869,2012
25-29,IND,6.0,10.0,E02000869,2012
30-34,IND,3.0,7.0,E02000869,2012
35-39,IND,2.0,4.0,E02000869,2012
40-44,IND,1.0,2.0,E02000869,2012
45-49,IND,1.0,3.0,E02000869,2012
55-59,IND,2.0,,E02000869,2012
60-64,IND,1.0,,E02000869,2012
70-74,IND,1.0,2.0,E02000869,2012
75-79,IND,,1.0,E02000869,2012
0-4,MIX,22.0,19.0,E02000869,2012
10-14,MIX,6.0,13.0,E02000869,2012
15-19,MIX,6.0,25.0,E02000869,2012
20-24,MIX,29.0,8.0,E02000869,2012
25-29,MIX,26.0,9.0,E02000869,2012
30-34,MIX,12.0,13.0,E02000869,2012
35-39,MIX,10.0,9.0,E02000869,2012
40-44,MIX,6.0,16.0,E02000869,2012
45-49,MIX,8.0,12.0,E02000869,2012
5-9,MIX,12.0,11.0,E02000869,2012
50-54,MIX,3.0,6.0,E02000869,2012
55-59,MIX,3.0,2.0,E02000869,2012
60-64,MIX,2.0,1.0,E02000869,2012
65-69,MIX,,1.0,E02000869,2012
70-74,MIX,2.0,,E02000869,2012
10-14,OAS,,1.0,E02000869,2012
15-19,OAS,1.0,1.0,E02000869,2012
20-24,OAS,5.0,5.0,E02000869,2012
25-29,OAS,6.0,6.0,E02000869,2012
30-34,OAS,6.0,10.0,E02000869,2012
35-39,OAS,8.0,3.0,E02000869,2012
40-44,OAS,5.0,4.0,E02000869,2012
45-49,OAS,5.0,1.0,E02000869,2012
5-9,OAS,1.0,2.0,E02000869,2012
50-54,OAS,1.0,2.0,E02000869,2012
55-59,OAS,1.0,1.0,E02000869,2012
60-64,OAS,2.0,,E02000869,2012
65-69,OAS,2.0,1.0,E02000869,2012
70-74,OAS,1.0,1.0,E02000869,2012
0-4,OBL,8.0,11.0,E02000869,2012
10-14,OBL,2.0,4.0,E02000869,2012
15-19,OBL,2.0,3.0,E02000869,2012
20-24,OBL,,4.0,E02000869,2012
25-29,OBL,6.0,,E02000869,2012
30-34,OBL,6.0,1.0,E02000869,2012
35-39,OBL,,1.0,E02000869,2012
40-44,OBL,6.0,4.0,E02000869,2012
45-49,OBL,6.0,5.0,E02000869,2012
5-9,OBL,6.0,5.0,E02000869,2012
60-64,OBL,1.0,,E02000869,2012
65-69,OBL,3.0,,E02000869,2012
75-79,OBL,,1.0,E02000869,2012
0-4,OTH,2.0,2.0,E02000869,2012
10-14,OTH,3.0,1.0,E02000869,2012
15-19,OTH,,3.0,E02000869,2012
20-24,OTH,1.0,15.0,E02000869,2012
25-29,OTH,10.0,7.0,E02000869,2012
30-34,OTH,8.0,18.0,E02000869,2012
35-39,OTH,9.0,6.0,E02000869,2012
40-44,OTH,3.0,3.0,E02000869,2012
45-49,OTH,3.0,8.0,E02000869,2012
5-9,OTH,2.0,2.0,E02000869,2012
50-54,OTH,4.0,2.0,E02000869,2012
55-59,OTH,5.0,3.0,E02000869,2012
60-64,OTH,2.0,1.0,E02000869,2012
70-74,OTH,1.0,1.0,E02000869,2012
20-24,PAK,1.0,4.0,E02000869,2012
25-29,PAK,1.0,1.0,E02000869,2012
30-34,PAK,2.0,2.0,E02000869,2012
45-49,PAK,,1.0,E02000869,2012
5-9,PAK,1.0,1.0,E02000869,2012
50-54,PAK,2.0,1.0,E02000869,2012
55-59,PAK,1.0,3.0,E02000869,2012
60-64,PAK,,1.0,E02000869,2012
65-69,PAK,,3.0,E02000869,2012
0-4,WBI,50.0,58.0,E02000869,2012
10-14,WBI,23.0,24.0,E02000869,2012
15-19,WBI,21.0,31.0,E02000869,2012
20-24,WBI,98.0,75.0,E02000869,2012
25-29,WBI,177.0,170.0,E02000869,2012
30-34,WBI,139.0,183.0,E02000869,2012
35-39,WBI,81.0,129.0,E02000869,2012
40-44,WBI,69.0,129.0,E02000869,2012
45-49,WBI,79.0,102.0,E02000869,2012
5-9,WBI,26.0,33.0,E02000869,2012
50-54,WBI,61.0,86.0,E02000869,2012
55-59,WBI,53.0,62.0,E02000869,2012
60-64,WBI,58.0,64.0,E02000869,2012
65-69,WBI,36.0,48.0,E02000869,2012
70-74,WBI,36.0,33.0,E02000869,2012
75-79,WBI,46.0,36.0,E02000869,2012
80-84,WBI,50.0,29.0,E02000869,2012
85+,WBI,39.0,22.0,E02000869,2012
0-4,WHO,14.0,12.0,E02000869,2012
10-14,WHO,4.0,4.0,E02000869,2012
15-19,WHO,5.0,9.0,E02000869,2012
20-24,WHO,37.0,32.0,E02000869,2012
25-29,WHO,108.0,95.0,E02000869,2012
30-34,WHO,72.0,91.0,E02000869,2012
35-39,WHO,56.0,65.0,E02000869,2012
40-44,WHO,31.0,45.0,E02000869,2012
45-49,WHO,17.0,19.0,E02000869,2012
5-9,WHO,9.0,3.0,E02000869,2012
50-54,WHO,6.0,10.0,E02000869,2012
55-59,WHO,12.0,12.0,E02000869,2012
60-64,WHO,4.0,5.0,E02000869,2012
65-69,WHO,5.0,5.0,E02000869,2012
70-74,WHO,1.0,1.0,E02000869,2012
75-79,WHO,,1.0,E02000869,2012
80-84,WHO,3.0,,E02000869,2012
85+,WHO,3.0,,E02000869,2012
0-4,BAN,80.0,127.0,E02000870,2012
10-14,BAN,117.0,104.0,E02000870,2012
15-19,BAN,84.0,101.0,E02000870,2012
20-24,BAN,79.0,79.0,E02000870,2012
25-29,BAN,101.0,69.0,E02000870,2012
30-34,BAN,92.0,81.0,E02000870,2012
35-39,BAN,74.0,86.0,E02000870,2012
40-44,BAN,57.0,66.0,E02000870,2012
45-49,BAN,30.0,27.0,E02000870,2012
5-9,BAN,108.0,139.0,E02000870,2012
50-54,BAN,13.0,30.0,E02000870,2012
55-59,BAN,19.0,14.0,E02000870,2012
60-64,BAN,14.0,3.0,E02000870,2012
65-69,BAN,5.0,3.0,E02000870,2012
70-74,BAN,7.0,11.0,E02000870,2012
75-79,BAN,5.0,12.0,E02000870,2012
80-84,BAN,3.0,9.0,E02000870,2012
85+,BAN,,2.0,E02000870,2012
0-4,BLA,11.0,9.0,E02000870,2012
10-14,BLA,7.0,9.0,E02000870,2012
15-19,BLA,5.0,5.0,E02000870,2012
20-24,BLA,6.0,7.0,E02000870,2012
25-29,BLA,11.0,9.0,E02000870,2012
30-34,BLA,14.0,6.0,E02000870,2012
35-39,BLA,15.0,8.0,E02000870,2012
40-44,BLA,7.0,7.0,E02000870,2012
45-49,BLA,9.0,5.0,E02000870,2012
5-9,BLA,11.0,13.0,E02000870,2012
50-54,BLA,8.0,5.0,E02000870,2012
55-59,BLA,2.0,3.0,E02000870,2012
